Ticker,SharesOut,ZacksSector,Beta,Price,Name
SZEVY,1242.72,Utilities,0.36,7.71,Suez Environnement SA
SZGPY,600.97,Basic Materials,1.09,2.14,Salzgitter AG
SZKMY,122.76,Auto-Tires-Trucks,0.25,166.733,SUZUKI MOTOR CP
T,7305,Computer and Technology,0.62,39.08,AT&T Inc.
TA,8.09,Retail-Wholesale,1.77,17.15,TravelCenters of America LLC
TAC,279.95,Utilities,1.21,7.16,TransAlta Corporation
TACO,37.06,Retail-Wholesale,0.22,7.905,"Del Taco Restaurants, Inc."
TACT,7.47,Computer and Technology,1.08,10.97,TransAct Technologies Incorporated
TAGS,0.08,Finance,0.03,19.5961,Teucrium Agricultural Fund
TAIT,5.75,Retail-Wholesale,1.67,2.84,Taitron Components Incorporated
TAK,3117.14,Medical,0.75,19.73,Takeda Pharmaceutical Co.
TAL,566.87,Consumer Discretionary,0.27,48.2,TAL Education Group
TALO,54.2,Oils-Energy,1.95,30.15,Stone Energy Corporation
TANH,28.85,Basic Materials,-1.07,1.81,Tantech Holdings Ltd.
TAOP,41.76,Computer and Technology,1.2,0.56,Taoping Inc.
TAP,216.36,Consumer Staples,0.75,53.9,Molson Coors Brewing  Company
TAPM,87.98,Computer and Technology,1.89,0.0677,"Tapinator, Inc."
TARO,38.54,Medical,0.51,87.93,Taro Pharmaceutical Industries Ltd.
TAST,51.85,Retail-Wholesale,0.52,7.05,"Carrols Restaurant Group, Inc."
TAT,57.71,Oils-Energy,1.01,0.4883,Transatlantic Petroleum Ltd
TATT,8.87,Aerospace,0.54,5.0514,TAT Technologies Ltd.
TATYY,117.1,Consumer Staples,0.55,39.7501,Tate & Lyle PLC
TAUG,86.76,Medical,1.97,0.0445,"Tauriga Sciences, Inc."
TAWNF,2182.77,Transportation,0.35,0.24,Thai Airways International PCL
TAYD,3.48,Industrial Products,0.71,10.51,"Taylor Devices, Inc."
TAYO,10.98,Finance,1.83,0.003,"Taylor Consulting, Inc."
TBAKF,44.47,Consumer Discretionary,0.48,5.65,TED BAKER PLC
TBBK,56.91,Finance,1.34,12.97,"The Bancorp, Inc."
TBI,38.96,Business Services,1.65,24.06,"TrueBlue, Inc."
TBIO,60.02,Medical,0.82,8.14,"Translate Bio, Inc."
TBK,25.36,Finance,1.13,38.02,"Triumph Bancorp, Inc."
TBLT,27.84,Construction,,0.2,"ToughBuilt Industries, Inc."
TBLZ,25.05,Business Services,0.55,0.191,Trailblazer Resources Inc.
TBNK,9.68,Finance,0.6,30.94,Territorial Bancorp Inc.
TBPH,56.76,Medical,1.84,25.89,"Theravance Biopharma, Inc."
TC,78.77,Retail-Wholesale,0.94,1.43,TuanChe Limited Sponsored ADR
TCBI,50.32,Finance,1.89,56.77,"Texas Capital Bancshares, Inc."
TCBK,30.52,Finance,0.88,40.81,TriCo Bancshares
TCCO,1.85,Computer and Technology,1.6,5.05,Technical Communications Corporation
TCDA,49.61,Medical,0.81,37.74,"Tricida, Inc."
TCEHY,9555.24,Computer and Technology,1.14,48.01,Tencent Holding Ltd.
TCF,153.41,Finance,1.54,46.8,TCF Financial Corporation
TCFC,5.58,Finance,0.37,35.57,The Community Financial Corporation
TCFF,87.63,Oils-Energy,0.65,0.08,Trillion Energy International Inc.
TCI,8.72,Finance,0.3,39.88,"Transcontinental Realty Investors, Inc."
TCKGY,767.93,Consumer Discretionary,1.26,0.106,THOMAS COOK GRP
TCLRY,414.46,Consumer Discretionary,0.74,0.855,Technicolor SA
TCMD,19.03,Medical,2.17,67.51,"Tactile Systems Technology, Inc."
TCO,61.22,Finance,0.64,31.09,"Taubman Centers, Inc."
TCOM,552.98,Consumer Discretionary,1.59,33.54,"Ctrip.com International, Ltd."
TCON,3.14,Medical,2.14,2.34,"TRACON Pharmaceuticals, Inc."
TCP,71.31,Oils-Energy,0.68,42.3,"TC PipeLines, LP"
TCPC,58.77,Finance,0.69,14.05,BLACKROCK TCP CAPITAL CORP.
TCRD,30.29,Finance,0.98,6.31,"THL Credit, Inc."
TCRR,24.03,Medical,,14.28,TCR2 Therapeutics Inc.
TCS,49.23,Consumer Discretionary,2.3,4.22,Container Store (The)
TCX,10.57,Computer and Technology,1.16,61.78,Tucows Inc.
TCYMF,5623.39,Consumer Staples,-0.21,1.5,Tingyi Cayman Islands Holdings Corp.
TD,1819.2,Finance,1.03,56.13,Toronto Dominion Bank (The)
TDC,112.5,Computer and Technology,1.11,26.77,Teradata Corporation
TDCB,1.18,Finance,0.61,11.95,Third Century Bancorp
TDF,33.85,Finance,1.06,19.45,"Templeton Dragon Fund, Inc."
TDG,53.55,Aerospace,0.96,560,Transdigm Group Incorporated
TDNT,32.31,Medical,-0.29,0.26,Trident Brands Inc.
TDOC,72.38,Medical,1.39,83.72,"Teladoc Health, Inc."
TDS,114.7,Utilities,1.04,25.43,"Telephone and Data Systems, Inc."
TDW,39.23,Oils-Energy,1.64,19.28,Tidewater Inc.
TDY,36.47,Aerospace,1.07,346.54,Teledyne Technologies Incorporated
TEAM,121.92,Computer and Technology,1.24,120.34,Atlassian Corporation PLC
TEAR,12.56,Medical,0.88,0.039,TearLab Corporation
TECD,35.42,Retail-Wholesale,1.19,143.6,Tech Data Corporation
TECH,38.11,Medical,1.22,219.51,Bio-Techne Corp
TECK,554.2,Basic Materials,1.44,17.37,Teck Resources Ltd
TEDU,53.08,Business Services,0.92,1.96,"Tarena International, Inc."
TEF,5192.13,Utilities,0.66,6.97,Telefonica SA
TEL,335.93,Computer and Technology,1.14,95.84,TE Connectivity Ltd.
TELA,11.41,Medical,,12.95,"TELA Bio, Inc."
TELL,242.21,Oils-Energy,1.85,7.28,Magellan Petroleum Corporation
TELNY,1471.46,Utilities,0.32,17.907,Telenor ASA
TEN,57.13,Auto-Tires-Trucks,2.36,13.1,Tenneco Inc.
TENB,98.19,Computer and Technology,2.63,23.96,"Tenable Holdings, Inc."
TENG,16.13,Oils-Energy,-0.02,5.01,Trans Energy Inc.
TENX,6.74,Medical,1.41,1.41,"Tenax Therapeutics, Inc."
TEO,430.74,Utilities,0.95,11.35,Telecom Argentina Stet - France Telecom S.A.
TER,167.58,Computer and Technology,1.56,68.19,"Teradyne, Inc."
TERP,227.04,Utilities,0.56,15.39,"TerraForm Power, Inc."
TESS,8.55,Computer and Technology,1.16,11.22,TESSCO Technologies Incorporated
TEUM,114.1,Computer and Technology,0.96,0.4373,Pareteum Corp.
TEVA,1092.09,Medical,1.81,9.8,Teva Pharmaceutical Industries Ltd.
TEX,71.3,Industrial Products,1.77,29.78,Terex Corporation
TEZNY,670,Utilities,0.28,20.1,Terna Rete Elettrica Nazionale SpA Unsponsored ADR
TFC,766.3,Finance,1.18,56.32,BB&T Corporation
TFFP,18.45,Medical,,5.35,"TFF Pharmaceuticals, Inc."
TFI,57.35,Finance,-0.06,50.58,SPDR Nuveen Bloomberg Barclays Municipal Bond ETF
TFRFF,11.87,Consumer Discretionary,-0.62,0.825,Tefron Ltd.
TFSL,280.03,Finance,0.18,19.68,TFS Financial Corporation
TFX,46.3,Medical,0.95,376.44,Teleflex Incorporated
TG,33.35,Basic Materials,1.07,22.35,Tredegar Corporation
TGA,72.54,Oils-Energy,1.28,1.38,Transglobe Energy Corp
TGB,246.19,Basic Materials,2.9,0.48,Taseko Mines Limited
TGC,10.66,Oils-Energy,0.5,0.4901,"Tengasco, Inc."
TGE,281.33,Oils-Energy,0.72,22.12,"Tallgrass Energy GP, LP"
TGEN,24.84,Construction,0.14,2.12,Tecogen Inc.
TGH,56.84,Transportation,2.25,10.71,Textainer Group Holdings Limited
TGHI,3.94,Business Services,2.69,0.113,"One Horizon Group, Inc."
TGI,50.08,Aerospace,2.84,25.27,"Triumph Group, Inc."
TGIC,17.62,Finance,4.85,0.1928,Triad Guaranty Inc.
TGLO,441.48,Computer and Technology,5.93,0.0354,theglobe.com Inc.
TGLS,45.52,Retail-Wholesale,0.97,8.25,Tecnoglass Inc.
TGNA,216.9,Consumer Discretionary,1.44,16.69,TEGNA Inc.
TGODF,312.68,Medical,,0.58,Green Organic Dutchman Holdings Ltd.
TGP,77.5,Transportation,1.6,15.56,Teekay LNG Partners L.P.
TGRVF,1275.77,Computer and Technology,-0.1,0.86,TIAN GE INTERAC
TGS,153.01,Oils-Energy,0.8,7.17,Transportadora De Gas Sa Ord B
TGT,506.74,Retail-Wholesale,0.56,128.21,Target Corporation
TGTX,99.56,Medical,2.6,11.1,"TG Therapeutics, Inc."
TH,103.54,Consumer Discretionary,0.05,5,Platinum Eagle Acquisition Corp.
THC,103.89,Medical,1.84,38.03,Tenet Healthcare Corporation
THD,5.8,Finance,0.63,87.6,iShares MSCI Thailand ETF
THFF,13.71,Finance,0.92,45.72,First Financial Corporation Indiana
THG,39.39,Finance,0.54,136.67,"The Hanover Insurance Group, Inc."
THKLY,267.71,Computer and Technology,2.08,13.52,"Thk Co., Ltd."
THM,187.57,Basic Materials,-1.03,0.5398,International Tower Hill Mines Ltd
THMG,60.15,Basic Materials,0.49,0.078,Thunder Mountain Gold Inc.
THMO,2.84,Medical,1.01,4.4,Cesca Therapeutics Inc.
THO,55.2,Construction,1.96,74.29,"Thor Industries, Inc."
THOR,32.34,Medical,,69.89,"Synthorx, Inc."
THR,32.75,Computer and Technology,1.48,26.8,"Thermon Group Holdings, Inc."
THRM,32.66,Auto-Tires-Trucks,1.31,44.39,Gentherm Inc
THS,56.21,Consumer Staples,0.7,48.5,"TreeHouse Foods, Inc."
THST,3.76,Consumer Staples,0.58,1.14,"Truett-Hurst, Inc."
THTX,76.95,Medical,0.54,3.3,Theratechnologies Inc.
THVB,6.01,Finance,-0.1,46,"Thomasville Bancshares, Inc."
TIAIY,2106.72,Computer and Technology,0.82,6.06,Telecom Italia S.P.A.
TIDE,250,Oils-Energy,-1.5,,Tidelands Oil & Gas Corp.
TIF,119.94,Retail-Wholesale,1.64,133.65,Tiffany & Co.
TIGO,100.82,Computer and Technology,0.65,48.23,Millicom International Cellular SA
TIGR,132.79,Finance,,3.55,UP Fintech Holding Limited
TIIAY,2106.72,Utilities,0.79,6.18,Telecom Italia S.P.A.
TIKK,3.38,Computer and Technology,1.01,3.78,Tel-Instrument Electronics Corp.
TILCF,3.19,Finance,0.16,1.3,Till Capital Ltd.
TILE,58.42,Consumer Discretionary,1.59,16.59,"Interface, Inc."
TINLY,197.95,Consumer Discretionary,1.09,18.78,Teijin Ltd.
TIP,178,Finance,0,116.57,iShares TIPS Bond ETF
TIPT,34.56,Finance,0.1,8.14,Tiptree Financial Inc.
TISI,30.36,Business Services,1.52,15.97,"Team, Inc."
TISUQ,10.67,Basic Materials,0.69,0.0037,Orchids Paper Products Company
TITN,22.35,Retail-Wholesale,2.31,14.78,Titan Machinery Inc.
TIVO,126.64,Computer and Technology,0.16,8.48,TiVo Corporation
TIXC,17.34,Consumer Discretionary,0.99,0.496,Tix Corp.
TJX,1203.18,Retail-Wholesale,0.68,61.06,"The TJX Companies, Inc."
TK,100.68,Transportation,1.72,5.32,Teekay Corporation
TKAGY,332.04,Utilities,0.57,16.182,Telekom Austria AG
TKAMY,622.53,Basic Materials,1.13,13.365,ThyssenKrupp AG Sponsored ADR
TKAT,11.26,Finance,0.74,0.499,"Takung Art Co., Ltd."
TKC,880,Computer and Technology,0.67,5.8,Turkcell Iletisim Hizmetleri AS
TKLS,45.43,Computer and Technology,0.44,0.353,TRUTANKLESS INC.
TKOI,135.63,Computer and Technology,0.2,0.0649,Telkonet Inc.
TKOMY,706.56,Finance,0.54,55.74,Tokio Marine Holdings Inc.
TKR,75.32,Industrial Products,1.84,56.31,Timken Company (The)
TKTCY,229.2,Utilities,0.63,6.8,TalkTalk Telecom Group PLC
TKYMY,138.9,Basic Materials,0.24,13.3,TOKUYAMA CORP
TLC,32.02,Medical,0.75,5.38,"Taiwan Liposome Company, Ltd. Unsponsored ADR"
TLF,8.93,Retail-Wholesale,0.82,5.71,"Tandy Leather Factory, Inc."
TLGT,53.85,Medical,1.21,0.4259,"Teligent, Inc."
TLI,9.94,Finance,0.39,9.91,Western Asset Corporate Loan Fund Inc.
TLK,990.62,Utilities,0.18,28.5,"PT Telekomunikasi Indonesia, Tbk"
TLKGY,131.74,Utilities,0.57,10,Telkom SA SOC Ltd.
TLND,30.8,Computer and Technology,-0.11,39.11,Talend S.A.
TLRA,46.57,Computer and Technology,1.67,8.81,"Tremor Video, Inc."
TLRD,48.42,Consumer Discretionary,1.78,4.14,"Tailored Brands, Inc."
TLRS,74.9,Basic Materials,0.71,0.068,Timberline Resources Corp.
TLRY,100.51,Medical,3.89,17.13,"Tilray, Inc."
TLSA,25.69,Medical,0.74,2.7,Tiziana Life Sciences PLC Sponsored ADR
TLSNY,2090.91,Computer and Technology,0.32,8.555,TeliaSonera AB
TLSYY,2378.6,Utilities,0.73,12.44,Telstra Corp.
TLT,128.5,Finance,-0.32,135.48,iShares 20+ Year Treasury Bond ETF
TLTZY,1375.43,Utilities,0.44,7.226,TELE2 AB ADR
TLYS,29.68,Retail-Wholesale,0.63,12.25,"Tilly's, Inc."
TM,1412.17,Auto-Tires-Trucks,0.73,140.54,Toyota Motor Corporation
TMDI,33.57,Medical,4.66,0.495,Titan Medical Inc.
TMDX,21.16,Medical,,19.01,"TransMedics Group, Inc."
TME,1632.99,Computer and Technology,,11.74,Tencent Music Entertainment Group Sponsored ADR
TMED,0.12,Computer and Technology,-0.99,4.12,Trimedyne Inc.
TMHC,105.31,Construction,0.77,21.86,Taylor Morrison Home Corporation
TMICY,138.97,Computer and Technology,0.6,51.1,Trend Micro Inc.
TMNSF,71.04,Computer and Technology,1.25,155.18,TEMENOS GROUP
TMO,400.99,Medical,1.12,324.87,Thermo Fisher Scientific Inc.
TMP,14.94,Finance,0.74,91.5,Tompkins Financial Corporation
TMPS,17.81,Aerospace,0.81,0.144,TEMPUS APPL SOL
TMQ,138.9,Basic Materials,0.74,2.6,Trilogy Metals Inc.
TMSR,20.82,Finance,1.11,1.2,TMSR HOLDING CO LTD
TMST,44.82,Basic Materials,2.6,7.86,Timken Steel Corporation
TMUS,855.58,Computer and Technology,0.37,78.42,"T-Mobile US, Inc."
TNABY,1416.5,Utilities,0.53,12.56,Tenaga Nasional Berhad
TNAV,48.57,Computer and Technology,0.41,4.86,"Telenav, Inc."
TNC,18.27,Industrial Products,1.25,77.92,Tennant Company
TNDM,59.09,Medical,0.16,59.61,"Tandem Diabetes Care, Inc."
TNET,69.84,Business Services,1.78,56.61,"TriNet Group, Inc."
TNK,33.57,Transportation,1.27,23.97,Teekay Tankers Ltd.
TNLX,13.38,Computer and Technology,0.37,0.35,Trans-Lux Corporation
TNP,89.61,Transportation,1.33,4.36,Tsakos Energy Navigation Ltd
TNRK,0.34,Computer and Technology,-0.21,12.95,TNR Technical Inc.
TNTRQ,33.59,Computer and Technology,2.69,0.0341,"Tintri, Inc."
TNTY,79.9,Computer and Technology,4.29,0.0467,"True Nature Holding, Inc."
TNXP,6.21,Medical,1.03,1.17,Tonix Pharmaceuticals Holding Corp.
TOCA,23.9,Medical,3.8,0.5332,TOCAGEN INC
TOELY,655.83,Computer and Technology,1.47,54.63,Tokyo Electron Ltd.
TOEYF,2008.07,Basic Materials,1.35,0.0061,Toro Energy Ltd.
TOFB,5.16,Consumer Staples,1.42,1.98,Tofutti Brands Inc.
TOL,138.7,Construction,0.88,39.51,Toll Brothers Inc.
TOO,410.32,Transportation,2.46,1.54,Teekay Offshore Partners L.P.
TOOD,0.99,Industrial Products,-0.13,14,Thermwood Corp.
TOPCF,108.11,Business Services,1.08,12.8625,TOPCON CORP
TOPS,8.7,Transportation,-0.5,0.8,TOP Ships Inc.
TOPZ,48.93,Oils-Energy,3.39,0.31,Topaz Resources Inc.
TORC,36.44,Medical,2.57,1.49,"resTORbio, Inc."
TORM,3.54,Basic Materials,0.73,1.52,TOR Minerals International Inc
TOSYY,1304.14,Consumer Discretionary,0.81,16.9,Toshiba Corp.
TOT,2666.92,Oils-Energy,0.72,55.3,TOTAL S.A.
TOUR,129.78,Computer and Technology,1.54,2.52,Tuniu Corporation
TOWN,72.06,Finance,1.09,27.82,Towne Bank
TOWTF,93.34,Computer and Technology,-0.06,0.029,TOWER ONE WIRLS
TPB,19.66,Consumer Staples,0.73,28.6,"Turning Point Brands, Inc."
TPC,50.28,Construction,1.92,12.86,Tutor Perini Corporation
TPCA,23.83,Consumer Discretionary,,,Tropicana Entertainment Inc.
TPCO,36.02,Consumer Discretionary,1.65,13.16,TRIBUNE PUBLISHING CO
TPCS,29.25,Industrial Products,-1.6,1.745,Techprecision Corp.
TPH,139.24,Construction,1.09,15.58,"TRI Pointe Group, Inc."
TPHS,31.91,Finance,0.36,3.01,Trinity Place Holdings Inc.
TPIC,35.18,Industrial Products,1.62,18.51,"TPI Composites, Inc."
TPL,7.76,Finance,1.35,781.22,Texas Pacific Land Trust
TPR,275.94,Retail-Wholesale,1.02,26.97,"Tapestry, Inc."
TPRE,94.22,Finance,1.08,10.52,Third Point Reinsurance Ltd.
TPTX,35.85,Medical,,62.29,"Turning Point Therapeutics, Inc."
TPVG,24.9,Finance,1.01,14.22,TriplePoint Venture Growth BDC Corp.
TPX,54.09,Retail-Wholesale,1.65,87.06,"Tempur Sealy International, Inc."
TR,65.32,Consumer Staples,0.25,34.14,"Tootsie Roll Industries, Inc."
TRC,26.05,Finance,0.97,15.98,Tejon Ranch Co
TRCB,8.72,Finance,0.29,22.4,Two River Bancorp
TRCH,74.25,Oils-Energy,2,0.7602,"Torchlight Energy Resources, Inc."
TRCK,11.41,Computer and Technology,0.89,0.49,SecureAlert Inc.
TREC,24.72,Basic Materials,1.2,7.15,Trecora Resources
TREE,13,Finance,2.06,303.44,"LendingTree, Inc."
TREX,58.34,Construction,1.89,89.88,"Trex Company, Inc."
TRGM,29.47,Medical,0.55,0.006,Targeted Medical Pharma Inc.
TRGP,232.79,Oils-Energy,1.79,40.83,"Targa Resources, Inc."
TRHC,22.2,Medical,1.51,48.68,Tabula Rasa Healthcare Inc.
TRHF,600,Computer and Technology,-0.59,2.51,"Trhf Company Limited, Inc."
TRI,499.96,Business Services,0.52,71.6,Thomson Reuters Corp
TRIB,24.04,Medical,1.56,1.0334,Trinity Biotech PLC
TRIL,28.04,Medical,2.85,1.03,Trillium Therapeutics Inc.
TRIP,139.39,Retail-Wholesale,1.34,30.38,"TripAdvisor, Inc."
TRMB,249.13,Computer and Technology,1.99,41.69,Trimble Inc.
TRMD,73.9,Transportation,-875.46,10.8364,TORM PLC
TRMK,64.26,Finance,1.09,34.51,Trustmark Corporation
TRMT,8.24,Finance,1.2,4.96,Tremont Mortgage Trust
TRN,122.68,Transportation,2.07,22.15,"Trinity Industries, Inc."
TRNO,67.01,Finance,0.68,54.14,Terreno Realty Corporation
TRNS,7.36,Computer and Technology,0.84,31.86,"Transcat, Inc."
TRNX,28.83,Business Services,-0.67,0.9072,"MAGNEGAS APPLIED TECHNOLOGY SOLUTIONS, INC."
TROV,7.74,Medical,0.17,1.24,"TrovaGene, Inc."
TROW,233.68,Finance,1.05,121.84,"T. Rowe Price Group, Inc."
TROX,141.89,Basic Materials,3.5,11.42,Tronox Limited
TRP,934,Oils-Energy,0.78,53.31,TC Energy Corporation
TRPX,3.51,Medical,0.54,1.116,Therapix Biosciences Ltd.
TRQ,2012.31,Basic Materials,1.32,0.7362,Turquoise Hill Resources Ltd.
TRS,45.05,Industrial Products,1.33,31.41,TriMas Corporation
TRST,96.92,Finance,1.1,8.67,TrustCo Bank Corp NY
TRT,3.67,Computer and Technology,1.34,3.99,Trio-Tech International
TRTC,116.91,Industrial Products,1.38,0.16,Terra Tech Corp.
TRTI,3.49,Utilities,-0.03,0.085,Transtech Industries Inc.
TRTN,72.24,Transportation,2.29,40.2,Triton International Limited
TRTX,72.99,Finance,0.34,20.27,"TPG RE Finance Trust, Inc."
TRU,188.3,Business Services,0.97,85.61,TransUnion
TRUA,68.95,Consumer Discretionary,113.42,,Triumph Apparel Corp.
TRUE,106.6,Computer and Technology,1.56,4.75,"TrueCar, Inc."
TRUMY,759.52,Medical,0.4,35.675,Terumo Corp.
TRUP,34.95,Finance,1.71,37.46,"Trupanion, Inc."
TRUX,2.77,Finance,0.77,48.49,Truxton Corp.
TRV,258.11,Finance,0.9,136.95,"The Travelers Companies, Inc."
TRVG,351.86,Computer and Technology,0.61,2.62,Trivago N.V. ADS
TRVI,17.83,Medical,,3.75,"Trevi Therapeutics, Inc."
TRVN,92.59,Medical,2.61,0.8409,"Trevena, Inc."
TRWH,34.23,Consumer Discretionary,,25.65,"Twin River Worldwide Holdings, Inc."
TRX,156.84,Basic Materials,1.58,0.6153,Tanzanian Royalty Exploration Corporation
TRXC,19.66,Medical,2.37,1.47,"TransEnterix, Inc."
TRXD,39.24,Retail-Wholesale,1.36,1.1,"Trxade Group, Inc."
TRYIY,815.74,Industrial Products,0.32,13.455,Toray Industries Inc.
TS,590.27,Industrial Products,1.23,22.64,Tenaris S.A.
TSBA,3.31,Finance,0.18,13.58,Bank of McKenney
TSBK,8.35,Finance,1.39,29.74,"Timberland Bancorp, Inc."
TSC,29.3,Finance,1.09,26.12,"TriState Capital Holdings, Inc."
TSCDY,3264.5,Retail-Wholesale,0.69,10.078,Tesco PLC
TSCO,118.39,Retail-Wholesale,1,93.44,Tractor Supply Company
TSE,39.18,Basic Materials,1.92,37.21,Trinseo S.A.
TSEM,98.46,Computer and Technology,1.2,24.06,Tower Semiconductor Ltd.
TSG,287.84,Consumer Discretionary,1.58,26.09,Amaya Inc.
TSGTY,270.2,Consumer Staples,0.77,33.5135,Tsingtao Brewery Co.
TSI,47.69,Finance,0.14,5.77,"TCW Strategic Income Fund, Inc."
TSIOF,2067.6,Retail-Wholesale,0.48,0.178,361 Degrees International Limited
TSLA,180.24,Auto-Tires-Trucks,0.64,418.33,"Tesla, Inc."
TSLX,66.48,Finance,0.59,21.47,"TPG Specialty Lending, Inc."
TSM,5186.08,Computer and Technology,1.01,58.1,Taiwan Semiconductor Manufacturing Company Ltd.
TSN,365.19,Consumer Staples,0.43,91.04,"Tyson Foods, Inc."
TSQ,18.94,Consumer Discretionary,1.96,9.97,"Townsquare Media, Inc."
TSRI,1.96,Computer and Technology,1.19,3.588,"TSR, Inc."
TSSI,18.52,Construction,1.45,1.63,TSS Inc.
TSU,484.21,Computer and Technology,0.98,19.11,TIM Participacoes S.A.
TSYHY,292.62,Computer and Technology,0.67,24.8595,TravelSky Technology Ltd.
TTC,106.83,Consumer Discretionary,0.77,79.67,Toro Company (The)
TTD,45.13,Computer and Technology,2.75,259.78,The Trade Desk Inc.
TTDKY,129.59,Computer and Technology,1.74,112.66,TDK Corp.
TTEC,46.49,Business Services,0.64,39.62,"TeleTech Holdings, Inc."
TTEK,54.59,Industrial Products,1.05,86.16,"Tetra Tech, Inc."
TTGPF,162.96,Computer and Technology,-0.03,3.1,TT Electronics PLC
TTGT,28,Computer and Technology,0.75,26.1,"TechTarget, Inc."
TTI,125.54,Oils-Energy,1.89,1.96,"Tetra Technologies, Inc."
TTM,679.17,Auto-Tires-Trucks,1.55,12.93,Tata Motors Ltd
TTMI,105.49,Computer and Technology,2.59,15.05,"TTM Technologies, Inc."
TTMZF,52.55,Business Services,-7.17,0.019,3Tl Technologies Corp
TTNDY,365.7,Industrial Products,1.22,41.02,Techtronic Industries Co.
TTNP,55.55,Medical,1.17,0.1941,"Titan Pharmaceuticals, Inc."
TTOO,46.68,Medical,1,1.17,"T2 Biosystems, Inc."
TTPH,3.02,Medical,2.34,2.81,"Tetraphase Pharmaceuticals, Inc."
TTSH,50.88,Retail-Wholesale,1.27,1.69,"Tile Shop Hldgs, Inc."
TTWO,113.35,Consumer Discretionary,0.69,122.43,"Take-Two Interactive Software, Inc."
TU,604,Utilities,0.67,38.73,TELUS Corporation
TUES,47.74,Retail-Wholesale,1.88,1.85,Tuesday Morning Corp.
TUFN,32.44,Business Services,,17.59,Tufin Software Technologies Ltd.
TUIFY,1174.77,Consumer Discretionary,0.83,6.2,TUI AG ADR
TUP,48.9,Consumer Staples,0.87,8.58,Tupperware Brands Corporation
TUR,13.8,Finance,0.6,27.09,iShares MSCI Turkey ETF
TURN,31.12,Construction,0.59,2.15,"Harris & Harris Group, Inc."
TURV,91.97,Utilities,0.77,0.077,Two Rivers Water & Farming Co.
TUSK,45.02,Oils-Energy,1.74,2.2,"Mammoth Energy Services, Inc."
TUWOY,1389.58,Oils-Energy,1.11,0.3999,Tullow Oil PLC
TV,578.1,Consumer Discretionary,0.95,11.73,Grupo Televisa S.A.
TVBCY,219,Consumer Discretionary,1.06,2.99,Television Broadcasts Ltd.
TVFCF,209.87,Consumer Discretionary,0.64,8.3909,TELEVISION FRAN
TVMD,49.14,Consumer Discretionary,-5.31,0.0211,Dale Jarrett Racing Adventure Inc.
TVPC,92.54,Consumer Discretionary,-0.48,0.056,ValueRich Inc.
TVPKF,252.14,Retail-Wholesale,0.32,20.98,Travis Perkins PLC
TVTV,142.31,Consumer Discretionary,1.3,0.013,WhereverTV Broadcasting Corp.
TVTY,47.99,Medical,1.17,20.345,"Healthways, Inc."
TW,222.43,Finance,,46.35,Tradeweb Markets Inc.
TWER,0.39,Computer and Technology,-1.5,0.53,Towerstream Corporation
TWI,60.29,Industrial Products,2.27,3.62,"Titan International, Inc."
TWIN,13.36,Industrial Products,1.98,11.02,"Twin Disc, Incorporated"
TWLO,137.15,Computer and Technology,1.1,98.28,Twilio Inc.
TWMC,1.82,Retail-Wholesale,0.47,2.01,Trans World Entertainment Corp.
TWN,7.93,Finance,0.8,20.58,"Taiwan Fund, Inc. (The)"
TWNK,130.4,Consumer Staples,0.56,14.54,HOSTESS BRANDS
TWO,272.9,Finance,0.63,14.62,Two Harbors Investments Corp
TWOC,8.72,Consumer Discretionary,,,Trans World Corp.
